id,id_str,screen_name,location,description,followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
322460642,322460642,kylewreid,Nashville,Husband. Dad. Work with @donaldmiller at @StoryBrand. Coffee and typography enthusiast.,560,378,29,902,FALSE,1134,en,FALSE,FALSE,FALSE,0
18720595,18720595,serafinowicz,Earth's Core,Male actress and comedienne.,780560,4806,9400,3856,TRUE,22261,en,FALSE,FALSE,FALSE,0
8.38E+17,8.38E+17,LucG99,"Ile-de-France, France",,3,30,0,0,FALSE,1,fr,FALSE,FALSE,,0
31080039,31080039,lenadunham,where angels fear to tread,attempting radical coziness at all times,5340224,614,11429,17365,TRUE,10586,en,FALSE,FALSE,FALSE,0
68801460,68801460,edhornick,NYC | Cabot Cove,@YahooNews editor | @CNNPolitics alum | Golden Girls trivia champ,5633,5821,223,480,TRUE,11198,en,FALSE,FALSE,FALSE,0
62686193,"""62686193""","""kimgenevieve""","""""","""Photographer | Los Angeles, CA""",1047,299,28,958,FALSE,3098,"""en""",FALSE,FALSE,FALSE,0
133501277,133501277,mitchbarwick,"Hunter Valley, NSW, Australia",UXer,180,355,18,227,FALSE,400,en,FALSE,FALSE,FALSE,0
21060643,21060643,Mike_Rann,London and Rome,CEO Rann Strategy Group. Visiting Professor King's College London. Former Australian Ambassador to Italy and High Commissioner to the UK. SA Premier 2002-2011.,22641,6044,715,40,TRUE,15371,en,FALSE,FALSE,FALSE,0
15439395,15439395,stephenfry,"Los Angeles, CA",Actor and writer currently working on new TV comedy @GreatIndoorsCBS Instagram ‰ÛÒ stephenfryactually _Ù_•ü‰Û_ÙÎö,12464997,50549,57800,144,TRUE,22034,en,FALSE,FALSE,TRUE,0
44372356,44372356,imtheMDP,"Indianapolis, IN","Financial Analyst by day, Sports Analyst by Night. Coming on the air live or taped somewhere. Make sure you're watching",391,1417,12,22986,FALSE,12551,en,FALSE,FALSE,FALSE,0
8.32E+17,8.32E+17,asuzsy,,,3,8,0,1,FALSE,13,en,TRUE,FALSE,FALSE,0
146563007,146563007,KhunNuOh,PSU ä»ço¥_ç.(äìËöŸ_¥_ç äìË,,35,134,7,17,FALSE,989,en,FALSE,FALSE,FALSE,0
627379912,627379912,Rajesh242Rajesh,"tirupati,india",,10,25,0,0,FALSE,9,en,TRUE,FALSE,TRUE,0
2802308688,2802308688,Underviewed,,"Real life, seldom seen.",58,0,4,129,FALSE,473,en,FALSE,FALSE,FALSE,0
62513246,62513246,jk_rowling,Scotland,Author,9942270,462,34321,13944,TRUE,7312,en,FALSE,FALSE,FALSE,0
4308999680,4308999680,4AliAce,,,13,50,0,5,FALSE,1,en,TRUE,FALSE,FALSE,0
1339835893,1339835893,HillaryClinton,"New York, NY","Wife, mom, grandma, women+kids advocate, FLOTUS, Senator, SecState, hair icon, pantsuit aficionado, 2016 presidential candidate.",13616221,760,37316,1178,TRUE,9824,en,FALSE,FALSE,TRUE,0
291326915,291326915,Danmasseli2,Brazil,"15 years old, brazilian, #thebeatles #fun #travel #peace #girlfriend #food",21,33,0,47,FALSE,702,pt,FALSE,FALSE,FALSE,0
1122855763,1122855763,nirdosa,"New York, USA","LI,NY.",81,80,0,1356,FALSE,3243,en,FALSE,FALSE,FALSE,0
54977212,54977212,beacure,,,0,40,0,27,FALSE,57,en,TRUE,FALSE,,0
20374262,20374262,maxkeiser,The Future,"Hosts @KeiserReport on @RT_com, recommended bitcoin at $3",158352,509,3533,13,FALSE,63293,en,FALSE,FALSE,FALSE,0
409551566,409551566,sdxtech,"Sunnyvale, Ca","Sharing job opportunities, news & technology updates for network virtualization, OpenFlow, etc for CCIEs, JNCIEs, and SEs, TMEs and Network Architects #SDN #NFV",42483,2692,1235,246,FALSE,29976,en,FALSE,FALSE,FALSE,0
18118234,18118234,JBARsodmg,,The Artist / Songwriter | Booking/Feature Inquires: walt7music@gmail.com | #Instagram jbarfromthe90s #toke #toketeam,147994,68994,2569,20839,TRUE,100848,en,FALSE,FALSE,FALSE,0
46027637,46027637,aneesh_k,,,2,4,0,0,FALSE,1,en,TRUE,TRUE,FALSE,0
8.12E+17,8.12E+17,BIGPitchAward,"Savannah, GA",BIG Pitch collegiate innovation award seeks undergraduate and graduate solutions fitting under the theme of sustainability. By @TheOceanExch and @GASouthernBIG.,12,94,1,44,FALSE,103,en,TRUE,FALSE,FALSE,0
31008036,31008036,ancient_rainbow,,leí£o nascido na jaula,114,128,3,43,FALSE,6325,en,FALSE,FALSE,FALSE,0
10162682,10162682,brett1211,"New York, NY","Entrepreneur, @Sonar, Fulbright Fellow, Sailor, Surfer, Bad Bassist, Recovering Banker, @Dartmouth. It's been real, except for the times that were fake.",4309,2316,296,2583,FALSE,5690,en,FALSE,FALSE,FALSE,0
631289812,631289812,Leander,,Professional Tennis Player,777892,281,545,226,TRUE,1575,en,FALSE,FALSE,FALSE,0
2994900854,2994900854,SirKate,Washington state,"web developer, recent @devbootcamp grad - let's talk. dream project involves civic engagement or citizen science. queer immigrant enby treehugger. [they/she]",127,816,15,469,FALSE,321,en,FALSE,FALSE,FALSE,0
145153732,145153732,milk,"Los Angeles, CA","Maker of stuff, CEO of Within, Creator @ Here Be Dragons.",22888,366,541,133,TRUE,382,en,FALSE,FALSE,TRUE,0
8.1E+17,8.1E+17,Billlyyx,"Lahore, Pakistan",,36,95,0,9,FALSE,13,en,TRUE,FALSE,,0
13911852,13911852,stevejang,On the Coast,"serial entrepreneur, investor, surfer, cook, mixtape selector. advisor/investor: @Ando @BlueBottleRoast @Coinbase @Expa @GoForward @HyperloopOne @Uber @WeLocol",27013,999,641,10516,FALSE,13642,en,FALSE,FALSE,FALSE,0
8.41E+17,8.41E+17,AvnishS00673526,"New Delhi, India",Private job,5,237,0,0,FALSE,2,en,TRUE,FALSE,TRUE,0
52650019,52650019,crystaltamar,Texas turnt Cali girl,I have become all things to all people that by all means I might save some.1 Cor 9:22 Recording & Voiceover Artist https://t.co/03Oo0NTJEI,2282,275,65,493,FALSE,4757,en,FALSE,FALSE,FALSE,0
20529955,20529955,dermot100,"New York, USA","Co-Founder @SNKRINC, CEO ??2D Productions (fmr MTV, VH1, CMT digital head , AOL video prez)",2060,661,80,374,FALSE,6003,en,FALSE,FALSE,TRUE,0
16834046,16834046,CARE,Atlanta,CARE fights global poverty by empowering girls and women. Visit https://t.co/tmn5uaYFAE and join us.,1108807,1662,7220,2877,TRUE,27085,en,FALSE,FALSE,TRUE,0
48940576,48940576,nehapai,,live life to the fullest,208,190,0,180,FALSE,81,en,FALSE,FALSE,TRUE,0
15732859,"""15732859""","""blue_tracks""","""San Diego, CA""","""____________ | YNWA""",392,638,22,110,FALSE,4530,"""en""",TRUE,FALSE,FALSE,0
18023868,18023868,MassGovernor,Massachusetts,Official account of Governor Charlie Baker of Massachusetts.,198799,11115,3013,220,TRUE,8140,en,FALSE,FALSE,FALSE,0
16421977,16421977,shiftyz,Socal,"Co-Founder @ ListReports, Entrepreneur, Asia-phile, News Junkie, Foodie, Golfer & Father. Whew.",352,125,26,31,FALSE,582,en,FALSE,FALSE,FALSE,0
120242706,120242706,larsrosenquist,The Netherlands,"Father of two, husband of one, software geek, tech nut, gadget freak, video games, techno/minimal.",348,809,18,299,FALSE,3220,en,FALSE,FALSE,FALSE,0
179248472,179248472,DjWuchi,,booking: Bookings@dj-wuchi.com. Instagram: Dj_wuchi Mixcloud: DJwuchi.......official DJ for @brittofficials ......... (The People's DJ),698,589,2,1508,FALSE,7967,en,FALSE,FALSE,FALSE,0
9917652,9917652,EaterNY,"New York, NY",Food news and dining guides for New York City.,350009,139,3673,240,TRUE,30346,en,FALSE,FALSE,FALSE,0
46477415,46477415,AkshayaPatraUSA,"Stoneham, MA",We feed 1.4M kids in India daily; promoting education and eradicating hunger. Visit us at http://t.co/KeAZERhd0J,120310,1531,366,34,TRUE,2989,en,FALSE,FALSE,FALSE,0
149011179,149011179,madanrajpoot,Mumbai,Senior Software Engineer@Accenture,36,6,0,13,FALSE,10,en,TRUE,FALSE,FALSE,0
2505872359,2505872359,kaitlynbharris,,CHS Senior_ô_ sc- kaitlynbrookeh,595,345,1,4627,FALSE,887,en,TRUE,FALSE,TRUE,0
850280251,850280251,DWJensen63,"New Hampshire, USA",There must be a better way than this.,98,667,0,712,FALSE,613,en,TRUE,FALSE,FALSE,0
2817717320,2817717320,ZunchenH,"Lexington,KY",,2,10,0,0,FALSE,2,en,TRUE,TRUE,FALSE,0
487163763,487163763,cellsmile,,,1,19,0,0,FALSE,1,zh-cn,TRUE,TRUE,FALSE,0
313655798,313655798,prettyomatic,,"Hi, I'm Pretty. #digitalarchival. Virus Corp. Mad King Ludwig GPS. #techtraderoutes #insideTarasphone #whatsgoingon101 #otherpeoplesadvertising",358,5000,12,73,FALSE,1236,en,FALSE,FALSE,FALSE,0
159379478,159379478,Bigdaou,"Riyadh, Kingdom of Saudi Arabi","Agricultural Engineer, likes to joke and trying to live a certain balance between his laptop at the office and his shovel in the field.",628,1814,8,115,FALSE,2991,en,FALSE,FALSE,TRUE,0
88856792,88856792,aamir_khan,Mumbai,Actor.,20146302,9,20339,15,TRUE,467,en,FALSE,FALSE,FALSE,0
155659213,155659213,Cristiano,Madrid,This Privacy Policy addresses the collection and use of personal information - https://t.co/Jp6yh1T58c,50549694,95,86635,0,TRUE,2822,en-gb,FALSE,FALSE,FALSE,0
197505545,197505545,Arubin,California,"Percent of all fresh water on Earth that is in icecaps and glaciers:	99.5 %",89841,2,3150,30,TRUE,55,en,TRUE,FALSE,FALSE,0
2384071,2384071,timoreilly,"Oakland, CA","Founder and CEO, O'Reilly Media. Watching the alpha geeks, sharing their stories, helping the future unfold.",1983513,1675,28504,2658,TRUE,40938,en,FALSE,FALSE,FALSE,0
87595338,87595338,HankAzaria,NYC,"Actor, Simpsons voice guy and Determined to Succeed supporter",256832,657,3930,45,TRUE,2724,en,FALSE,FALSE,FALSE,0
18395177,18395177,solangeknowles,,"water, melanin, bones, blood.",2811157,236,9805,1676,TRUE,128,en,FALSE,FALSE,FALSE,0
723709418,723709418,Sanchita_Gulati,"Toronto, Ontario","Creative Thinker, Healthcare Strategist, Hungry for Knowledge, Traveller",99,220,1,16,FALSE,61,en,FALSE,FALSE,TRUE,0
207766728,207766728,jimmyc20,"Milford, CT","Jimmy, Jim, JC - Attorney, Red Sox fan, Uconn Alumus",5,86,0,28,FALSE,152,en,TRUE,FALSE,FALSE,0
4646611941,4646611941,arthur_spirling,"New York, NY","Political Scientist, Data Scientist, Social Scienceish.  Associate Prof, @NYUniversity. Coordinator of #textasdata series https://t.co/wJQ8l0T1sY",771,437,33,114,FALSE,658,en,TRUE,FALSE,FALSE,0
485426798,485426798,NamRonata,"Mumbai , India","Dancer, Travel Enthusiast, Artist, Crazy , Karaoke Singer.",104,251,1,20,FALSE,195,en,FALSE,FALSE,FALSE,0
323420093,323420093,9999999KM,"Kansas City, MO",Hello. My name is KM. I'm a nerd and proud of it.,6791,5109,54,0,FALSE,2756,en,FALSE,FALSE,FALSE,0
14517000,14517000,octavianasr,"Atlanta, GA",Multiple award-winning journalist specializing in Middle East affairs & Islamic fundamentalism. @CNN'er for life! https://t.co/Kmt4rXLatW,1591765,1862,2118,1655,TRUE,36715,en,FALSE,FALSE,FALSE,0
3345625540,"""3345625540""","""MoixaTechnology""","""London, England""","""Moixa Technology changing the way we produce and use #electricity. A leading pioneer of Smart Storage & DC technologies @USBCELLbattery @energypension""",1830,2002,57,197,FALSE,535,"""en""",TRUE,FALSE,FALSE,0
120921934,"""120921934""","""RiotJaredan""","""CA, USA""","""Proud husband; father of two dynamos of awesome. Senior Editor for League of Legends at Riot Games. Views expressed on this twitter feed are mine alone.""",2740,2000,59,2699,FALSE,9469,"""en""",FALSE,FALSE,TRUE,0
101311381,101311381,iamsrk,,,23763283,81,29416,14,TRUE,56274,en,FALSE,FALSE,FALSE,0
113789752,113789752,rebeccahiscott,"Brooklyn, New York","Curation and content @kickstarter. Writer, editor, Canadian.",2632,730,106,15604,TRUE,5130,en,FALSE,FALSE,TRUE,0
21278412,21278412,myfabolouslife,Where the Cash At,"Its Loso, In Case You Aint Know So aka The Best Who Ever Twitted",3954261,907,12927,185,TRUE,16589,en,FALSE,FALSE,FALSE,0
960411667,"""960411667""","""LipComarella""","""Lisbon/Vienna""","""animation director / vis dev artist - looking for the truth in color and shape""",613,169,10,122,FALSE,71,"""it""",FALSE,FALSE,FALSE,0
1619096238,"""1619096238""","""yummertime""",""" San Francisco""","""A life and style blog by Brock+Chris. Find us at http://t.co/vOLkvfgL7M""",5336,132,36,8362,TRUE,2289,"""en""",FALSE,FALSE,FALSE,0
12925,12925,Janina,...right behind you. ,actor. musician. geek.,139867,1027,2042,6711,TRUE,10958,en,FALSE,FALSE,FALSE,0
487963726,487963726,tbrady14,"Leicester, England",Silver Fox Pro Rugby Player for @LeicesterTigers,101905,750,280,1468,TRUE,3714,en,TRUE,FALSE,FALSE,0
128620022,128620022,rquintini,"Palo Alto, CA",Helping those who build the future without destroying humanity. VC @lux_capital. Saudades do Rio.,1337,539,76,264,TRUE,259,en,FALSE,FALSE,FALSE,0
8.39E+17,8.39E+17,NYU_RaB,"New York, NY","We are a prospective science magazine at NYU incorporating student literature, essays, art, & journalism. Our goal is to bridge STEM & the humanities at NYU.",36,445,1,12,FALSE,37,en,FALSE,FALSE,FALSE,0
44770583,44770583,petersmeg,"New York, NY","Strategic Partnerships @Facebook. Formerly @Mashable @SeattleTimes. Runner, hugger, dog lover.",11473,1659,891,1321,TRUE,5239,en,FALSE,FALSE,FALSE,0
1695548538,1695548538,UniqueDima,Bellevue/WA & San Francisco/CA,Principal Maintainer of https://t.co/28lyGUNPCE,1193,2268,43,1437,FALSE,2991,en,FALSE,FALSE,FALSE,0
6249572,6249572,robinthicke,"Los Angeles, CA",Hello I'm Robin Thicke. I love you all.,1191689,102,4258,361,TRUE,2568,en,FALSE,FALSE,FALSE,0
23156823,23156823,DaniellaMonet,I like to move around a lot,"candle freak. tea addict. life enthusiast. let's dance, eat kale, and laugh til' we cry // snapchat - daniemo",1761958,1328,3109,3832,TRUE,26740,en,FALSE,FALSE,FALSE,0
228614375,228614375,g33kbeast,"Redwood City, CA",Founder & CEO @Kryptnostic,289,124,32,2524,FALSE,2770,en,TRUE,FALSE,FALSE,0
214233866,214233866,BiaCPoli,,Uma Osbourne ní£o reconhecida...,115,154,1,4,FALSE,4158,en,FALSE,FALSE,FALSE,0
37759047,37759047,JenniferPreston,"Miami, Fla.","VP, Journalism, Knight Foundation | Veteran journalist. First @nytimes social media editor | Alum @nynewsday @phillydailynews Author, Queen Bess. Mom of twins",104765,7128,6189,3256,TRUE,13703,en,FALSE,FALSE,FALSE,0
41651800,41651800,markschlereth,,Cohost of @StinkAndEvans...Co-Owner of SGGC https://t.co/ukc39KEOv1 Check out my podcast The Stinkin' Truth https://t.co/MZM0ggApV9 T-Shirts https://t.co/ptPaeOjZLD,581275,1671,7462,399,TRUE,54262,en,FALSE,FALSE,FALSE,0
2602844262,2602844262,ShreyaBallal,Hyderabad ,Software engineer @Microsoft,16,19,0,6,FALSE,37,en,FALSE,FALSE,FALSE,0
32337013,32337013,shawnieora,"iPhone: 34.085579,-118.397949","Mom, Co-Founder of ORA TV, Podcast: Back and Forth w/ Shawn & Larry King https://t.co/Af74HcYDI8 https://t.co/IvNOSD83jO.",14732,491,225,1167,TRUE,5376,en,FALSE,FALSE,FALSE,0
211956439,211956439,gbanin,,"I was made to believe I'd never love somebody else. Made a plan, stayed a man, who can only love himself.",120,173,0,99,FALSE,14668,en,FALSE,FALSE,FALSE,0
2415460153,"""2415460153""","""Narutogame_Info""","""_______""","""____________ ___ __________________________________PS4_____NARUTO_____ ___ ________________________________""",16845,10,113,0,FALSE,446,"""ja""",FALSE,FALSE,FALSE,0
49311668,49311668,CharlieDavies9,Boston,"US Men's National Team #9, Philadelphia Union #9. Living my dream.",118242,429,2996,2752,TRUE,5329,en,FALSE,FALSE,FALSE,0
26589987,26589987,serenawilliams,Somewhere over the Rainbow,"Living, Loving, and working to help you.",7941334,337,22762,73,TRUE,13696,en,FALSE,FALSE,FALSE,0
246225682,246225682,SpiderAnderson,,Bem-vindo ao perfil oficial de Anderson Silva. O maior lutador de MMA de todos os tempos. Mande o seu recado para o Spider. Oosss,7784893,478,7394,31,TRUE,3666,pt,FALSE,FALSE,FALSE,0
3235326193,3235326193,QueensNRI,"Vishakhapatnam, India","Queen's NRI Hospital, a 380 bed multi-specialty acute-cum-critical care referral hospital, is one of the most well-equipped and premier hospitals in Vizag.",1818,3727,5,142,FALSE,978,en,FALSE,FALSE,TRUE,0
77222327,77222327,lisa_amon,,,24,227,0,25,FALSE,13,en,FALSE,FALSE,FALSE,0
15808765,15808765,CoryBooker,"Newark, NJ",U.S. Senator from New Jersey,2671727,92031,14909,100,TRUE,58530,en,FALSE,FALSE,FALSE,0
23011519,23011519,KristinaShannon,"Beverly Hills, Ca","Owner Of GLAM Beverly Hills,Model, Actress, Business Woman, Playmate, Reality Star, Brand, CEO, #Xtina Instagram @KristinaShannon1 SnapChat glamxtina",293227,745,1345,826,FALSE,10289,en,FALSE,FALSE,FALSE,0
2601769076,"""2601769076""","""AmishFarmHouse""","""Lancaster, PA""","""We invite you to visit the Amish Farm and House, Lancaster's first and all-inclusive Amish heritage site! Open 10-4pm with buses leaving at 12 & 2pm!""",119,165,5,22,FALSE,115,"""en""",FALSE,FALSE,FALSE,0
15011476,15011476,jalammar,Arrakis ,Tech/scifi/data enthusiast. Loves building digital things.,18747,1284,422,2148,FALSE,675,en,TRUE,FALSE,FALSE,0
8.25E+17,8.25E+17,GOOGLEPAGE11,"New York, USA","SAVE THOUSANDS OF DOLLARS, NO MORE GOOGLE PAID ADS!  MAKE MONEY ASAP, GET ON GOOGLE 1ST PAGE   GO TO : https://t.co/EmkPCfVwVK",122,821,0,3,FALSE,16,en,TRUE,FALSE,,0
129857419,129857419,ninefortyfive,,how i'd wish that were so.,221,1056,5,14344,FALSE,3394,en,FALSE,FALSE,TRUE,0
40965826,40965826,Maahzi,,i like people who smile when it's raining *-*,91,80,1,9,FALSE,13524,en,FALSE,FALSE,FALSE,0
1202561,1202561,sull,"Hudson Valley, NY","Fringe Technologist - Balance, Timing, Fortitude, Appreciation",987,244,90,2090,FALSE,13859,en,FALSE,FALSE,FALSE,0
19929890,19929890,BDUTT,India ,Barkha Rani Jamke Barasti Hai. Emmy Nominated Reporter. Author.Contributing Columnist @WashingtonPost Contributing Ed @TheWeekLive. Argumentative!Yaaron Ka Yaar,5654090,1020,10484,10588,TRUE,107432,en,FALSE,FALSE,FALSE,0
90420314,90420314,ActuallyNPH,Manhattanland,"I dig variety acts, Pixar, puppets, prestidigitation, immersive theatre, game shows, theme parks, my family and great meals. Not necessarily in that order.",26243562,90,60822,177,TRUE,2650,en,FALSE,FALSE,FALSE,0
7.08E+17,7.08E+17,tin_vamsi,,,6,9,0,0,FALSE,9,en,TRUE,TRUE,FALSE,0
18943022,"""18943022""","""skibluemountain""","""Palmerton, PA""","""Official Twitter for Blue Mountain - PA's Highest Vertical and Outdoor Adventure Destination offering family-fun, year-round! #bluemymind""",11600,1271,253,5573,TRUE,5832,"""en""",FALSE,FALSE,TRUE,0
192455600,192455600,lijiali_vision,"Mountain View, CA","Head of R&D, ML/AI at Google Cloud",2016,67,56,86,FALSE,24,en,TRUE,FALSE,FALSE,0
25087215,25087215,trocadelivros,Brazil,"Troca de livros. Livro, literatura, livraria.",24244,24852,742,26,FALSE,1568,pt,FALSE,FALSE,FALSE,0
14130784,14130784,randizuckerberg,New York City,Speaker. Investor. Radio Host @SiriusXM. Best Selling Author @DotComplicated Dot @Missy4Prez. Exec producer Dot @SproutChannel. Former Marketing @Facebook. Mom,177335,1609,4538,4609,TRUE,12818,en,FALSE,FALSE,FALSE,0
69751644,69751644,jamesmaslow,Los Angeles,Snapchat: RealJamesMaslow IG: JamesMaslow For Inquires: maslowasst@gmail.com,3119501,10296,11444,4007,TRUE,10888,en,FALSE,FALSE,TRUE,0
55184723,55184723,SimplyAJ10,Somewhere Warm,Melanin. Enough said!,318163,759,1961,125,TRUE,22964,en,FALSE,FALSE,FALSE,0
405948980,405948980,tarasz93,,,15,153,0,1375,FALSE,29,en,TRUE,FALSE,FALSE,0
18091904,18091904,ashleytisdale,,"Actress, producer, singer, professional illuminator. Shop #IlluminateByAshley:",13445608,202,42817,3983,TRUE,7784,en,FALSE,FALSE,FALSE,0
225164794,225164794,RosaAmericana,,Diabetic who needs healthcare to survive. Sad! Also an #Arsenal fan. Doubly sad!,147,875,2,341,FALSE,296,en,FALSE,FALSE,FALSE,0
8.18E+17,8.18E+17,CSPUS,"New York, USA",Representing America! Official CSP NY Twitter handle. Follow for the latest in Business Affairs and financial extrapolation.,49,1156,0,43,FALSE,7,en,TRUE,FALSE,TRUE,0
1262776610,1262776610,IAmJeffEmmerson,‰Âà•ü Order Beyond ADHD ‰Âà•ü,"Author, Speaker & Force for Good ‰Ñ Book One: Beyond #ADHD ‰Ñ From Tragedy To Triumph! ‰Ñ Agent: @DanaNewman",437194,389732,3229,22862,TRUE,19312,en,FALSE,FALSE,TRUE,0
2400029858,2400029858,ClaireRightHere,Minneapolis,"Read on Bustle,PlanetTransgender, CNNi,The Advocate,TheColu.mn,Gay-Essentials The NYT,HuffpoLive,Original Plumbing #girlslikeus Writer,Producer, Director,ENFP",16079,1884,19,1619,FALSE,5502,en,FALSE,FALSE,TRUE,0
332457160,332457160,wasif91,,,146,932,0,3,FALSE,9,en,FALSE,FALSE,FALSE,0
233991311,233991311,wandinhoalves,"Campinas,SP","Futuro Engenheiro, isso í© se as DP's deixarem",14,28,0,0,FALSE,52,en,FALSE,FALSE,FALSE,0
21146211,21146211,latimesmuskal,"Los Angeles, CA",(insert here) survivor and former ink-stained wretch,3848,1234,382,41,TRUE,31379,en,FALSE,FALSE,FALSE,0
8.22E+17,8.22E+17,POTUS,"Washington, D.C.",45th @POTUS @realDonaldTrump. Working on behalf of the American people to make our country great again. Tweets by @Scavino45. Tweets by #POTUS signed -DJT.,16036429,8,11251,0,TRUE,310,en,TRUE,FALSE,FALSE,0
491385574,491385574,613_Jason,"Ottawa, Ontario","Good life, good health, good work.",31,88,1,244,FALSE,184,en,TRUE,FALSE,FALSE,0
53729515,53729515,Crazistaan,"Syracuse, NY","The Procrastination Sensation thats gripping the nation. Writer, Philanthropist, Engineer... and a damn good Stand up act!! Straight from Hindustaan ka Dil!!",173,335,1,17,FALSE,242,en,FALSE,FALSE,FALSE,0
545449655,545449655,DeportMalkin,,LET'S GO FLYERS AND EAGLES!!!,358,177,9,1941,FALSE,3246,en,TRUE,FALSE,FALSE,0
9624742,9624742,StateDept,"Washington, DC",Welcome to the official U.S. Department of State Twitter account!,3917025,401,19708,15,TRUE,47384,en,FALSE,FALSE,FALSE,0
251361287,251361287,amandasegond,Brazil,,31,39,2,94,FALSE,1856,pt,FALSE,FALSE,FALSE,0
23797835,23797835,FGaryGray,Worldwide,"Producer/Director: FRIDAY, SET IT OFF, A MAN APART, NEGOTIATOR, THE ITALIAN JOB, BE COOL, LAW ABIDING CITIZEN, THE SEA OF TREES, STRAIGHT OUTTA COMPTON, FAST 8",66368,636,838,338,TRUE,1976,en,FALSE,FALSE,FALSE,0
370458410,370458410,KirkCousins8,Washington D.C.,Business Inquiries: Luke Munson luke@lwsports.net,158317,283,1088,9,TRUE,1372,en,FALSE,FALSE,TRUE,0
540497623,540497623,alinecsx30,,,4,29,0,2,FALSE,109,pt,TRUE,FALSE,FALSE,0
3098543197,3098543197,cornxaxier,Malaysia,"Just a normal otaku, semi-hikkimori ,an average gamer,strange modern cowboy,a lonely soldier boy and a lethargic worker.",177,608,2,98,FALSE,191,en,FALSE,FALSE,,0
774968,774968,ranjit,brooklyn nyc,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",2370,1394,106,13440,FALSE,8528,en,FALSE,FALSE,FALSE,0
2516059411,2516059411,TheMrJuanBrown,United States,"""Good things come to people who wait, but better things come to those who go out and get them."" --Anonymous",4047,4042,6,23,FALSE,3155,en,TRUE,FALSE,FALSE,0
1539693919,1539693919,NSA_PRISMbot,We Are Everywhere.,An experiment in speculative surveillance.,680,36,79,6,FALSE,7068,en,TRUE,FALSE,FALSE,0
1475495658,1475495658,eriktorenberg,SF/DET/NYC ,"Investing in startups. On Deck, @riseawards.  Previously Founding Team @Producthunt, @Raptfm. Trying to be kind with a thousand-year heart.",14347,543,458,17549,FALSE,7018,en,TRUE,FALSE,FALSE,0
755982000,755982000,jessicamtz29,shadowhunters academy,"In search of castaways...won't be long, you know it's gonna get better. ~SHAWN FOLLOWS~",1422,2075,7,4953,FALSE,31699,en,FALSE,FALSE,TRUE,0
27711339,27711339,JaredLeto,SNAPCHAT: JaredLeto,LOVE LUST FAITH + DREAMS & ARTIFACT both available on #iTunes. not all tweets my own,3500781,92,18455,6003,TRUE,26110,en,FALSE,FALSE,FALSE,0
28792107,28792107,Frreshsamantha,OG New Yorker ,Brand Strategy | Story | Identity | Founder 37 Essex | Contributor @huffpo,681,1988,43,1332,FALSE,8826,en,FALSE,FALSE,FALSE,0
2233022917,2233022917,thisismetis,"NYC, SF, Chicago, Seattle","Metis accelerates careers in data science by providing immersive bootcamps, professional development courses, online resources, and corporate training.",3875,1256,399,1428,FALSE,5375,en,FALSE,FALSE,FALSE,0
64823914,64823914,RoomtoRead,"San Francisco, CA",We partner with communities across Asia & Africa to promote literacy and girls' education. World Change Starts with Educated Children.,638899,29303,5888,554,TRUE,9588,en,FALSE,FALSE,FALSE,0
24285686,24285686,jonas_ent,,Official Twitter for all things Jonas,4487539,2383,43169,436,TRUE,5887,en,FALSE,FALSE,FALSE,0
739327418,739327418,LarryNoble_DC,"Washington, D.C.","General Counsel, @CampaignLegal, CNN contributor; Formerly: Adj Prof GW Law; Counsel, Skadden, Arps; Exec Dir, CRP; General Counsel, FEC. Views are mine.",1951,125,57,10,FALSE,170,en,TRUE,FALSE,FALSE,0
140679467,140679467,abhinavy2j,india,,86,228,0,2,FALSE,15,en,TRUE,FALSE,TRUE,0
53238154,53238154,howiemandel,,"My name is Howie Mandel, many of you may know me from America's Got Talent, but I like to be known as the guy that smells nice.",747212,4206,6562,209,TRUE,18438,en,FALSE,FALSE,FALSE,0
41060630,41060630,TiaCarrere,the long and winding road...,actress/singer/whatever,33451,130,836,124,TRUE,2023,en,FALSE,FALSE,FALSE,0
8.28E+17,8.28E+17,KevinChinARO,"Sydney, New South Wales","Kevin Chin is the founder of Arowana & Co and the Managing Director at Arowana International Limited in North Sydney, Australia.",48,13,0,0,FALSE,10,en,FALSE,FALSE,FALSE,0
31301911,31301911,ToddBrunson,Vegas,Please don't follow me if you are easily offended by silly racial or sexist humor,45663,285,1423,5961,TRUE,18715,en,FALSE,FALSE,FALSE,0
1255166845,1255166845,emmajs16,,KWK 16,96,241,2,600,FALSE,527,en,FALSE,FALSE,FALSE,0
858948487,858948487,hosealiu1990,"London, England","UAL Central Saint Martins MA Photography 2016",13,88,1,6,FALSE,10,zh-CN,TRUE,FALSE,FALSE,0
418094646,418094646,amaquinanaweb,,"Twitter Oficial d'A Míçquina, apresentado pelo poeta e escritor @Carpinejar. Toda terí_a-feira, íæs 22h30, na TV Gazeta e tambí©m pelo site http://t.co/1UXcpLRP.",2028,951,15,57,TRUE,3284,pt,FALSE,FALSE,FALSE,0
31447081,31447081,wingoz,,NFL LIVE host,968882,364,9457,80,TRUE,65697,en,TRUE,FALSE,FALSE,0
